Description,Address,Rent,Additional infomation,Seller type,Free from,Property type,URL,Surface,Rooms,Property form,Price,Status,Heating type,Floor
Apartament de vânzare,"Marasti, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-n-zona-intr-lacuri-IDC3Zo,65m²,3 camere,fara informatii,165 000 €,fara informatii,centrală pe gaz,fara informatii
Apartament de vânzare,"Seleus, Oradea, Bihor",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1780,40m²,2 camere,fara informatii,73 600 €,fara informatii,fara informatii,10
Apartament de vânzare,"Giroc, Timis",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1339,61m²,2 camere,fara informatii,112 000 €,fara informatii,centralizată,1
Apartament de vânzare,"Bucium, Iasi, Iasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,85m²,3 camere,fara informatii,90 000 €,fara informatii,fara informatii,3
Apartament de vânzare,"Podu Ros, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-cam-d-nicolina-83-000-euro-neg-IDAq2L,61m²,3 camere,fara informatii,83 000 €,gata de utilizare,centrală pe gaz,4/4
Apartament de vânzare,"Decebal, Sectorul 3, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1339,48.15m²,2 camere,fara informatii,165 000 €,gata de utilizare,centrală pe gaz,2/7
Apartament de vânzare,"Bucium, Iasi, Iasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-mobilat-utilat-85mp-IDC3Zj,85m²,3 camere,fara informatii,90 000 €,fara informatii,fara informatii,3
Apartament de vânzare,"Strand I, Sibiu, Sibiu",fara informatii,beci,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,29m²,1 cameră,fara informatii,60 500 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1339,51m²,2 camere,drept de proprietate,60 500 €,gata de utilizare,centrală pe gaz,8/8
Apartament de vânzare,"Podu Ros, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-cam-d-nicolina-83-000-euro-neg-IDAq2L,61m²,3 camere,fara informatii,83 000 €,gata de utilizare,centrală pe gaz,4/4
Apartament de vânzare,"Pantelimon, Sectorul 2, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,71m²,2 camere,fara informatii,93 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Bulevardul Aviatorilor, Dorobanti, Sectorul 1, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1339,135m²,4 camere,fara informatii,750 000 €,fara informatii,fara informatii,1
,,,,,,,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=21,,,,,,,
Apartament de vânzare,"Drumul Agatului, Baneasa, Sectorul 1, Bucuresti",fara informatii,terasă,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,116m²,4 camere,fara informatii,155 000 €,fara informatii,fara informatii,2
Apartament de vânzare,"Piatra-Neamt, Neamt",fara informatii,"balcon
grădină
bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-etajul-1-IDAq1L,47m²,2 camere,drept de proprietate,50 500 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"Strada De Legatura, Brancusi, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,58m²,3 camere,fara informatii,79 500 €,fara informatii,centralizată,5/5
Apartament de vânzare,"Piatra-Neamt, Neamt",fara informatii,"balcon
grădină
bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-etajul-1-IDAq1L,47m²,2 camere,drept de proprietate,50 500 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"Bulevardul Aviatorilor, Dorobanti, Sectorul 1, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/4-camere-zona-aviatorilor-bloc-constructie-2024-IDBrIh,135m²,4 camere,fara informatii,750 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"13 Septembrie, Sectorul 5, Bucuresti",fara informatii,terasă,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=20,86.7m²,2 camere,drept de proprietate,266 000 €,gata de utilizare,centrală pe gaz,3/4
Apartament de vânzare,"Fundeni, Dobroesti, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,78m²,3 camere,fara informatii,100 918 €,fara informatii,centralizată,parter
Apartament de vânzare,"Strada Tehnicii, Titan, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,45.95m²,2 camere,fara informatii,69 000 €,în construcție,centrală pe gaz,1
Apartament de vânzare,"Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-de-vanzare-i-2-camere-i-floresti-IDCb25,75m²,2 camere,fara informatii,139 000 €,gata de utilizare,centralizată,parter/4
Apartament de vânzare,"Micro 16, Satu Mare, Satu Mare",fara informatii,balcon,agenție,2024-11-28,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,62m²,2 camere,drept de proprietate,69 000 €,gata de utilizare,centrală pe gaz,parter/4
Apartament de vânzare,"Carol, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,118.01m²,4 camere,fara informatii,177 000 €,fara informatii,centralizată,6/12
Apartament de vânzare,"Bulevardul Bucuresti, Ploiesti, Prahova",fara informatii,balcon,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,53.5m²,2 camere,drept de proprietate,74 000 €,gata de utilizare,centrală pe gaz,5/9
Apartament de vânzare,"Fundeni, Dobroesti, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,55.23m²,2 camere,fara informatii,59 634 €,fara informatii,centralizată,2
Apartament de vânzare,"Fundeni, Dobroesti, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/ap-2-camere-finalizare-iunie-2025-incalzire-pardoseala-comis-0-IDC3YQ,55.23m²,2 camere,fara informatii,59 634 €,fara informatii,centralizată,2
Apartament de vânzare,"Inel II, Constanta, Constanta",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/garsoniera-cu-balcon-zona-billa-IDC3YM,31m²,1 cameră,drept de proprietate,50 000 €,gata de utilizare,centralizată,1/10
Apartament de vânzare,"Fundeni, Dobroesti, Ilfov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,42.1m²,2 camere,fara informatii,50 459 €,fara informatii,centralizată,3
Apartament de vânzare,"Tudor Vladimirescu, Targu Mures, Mures",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,55m²,2 camere,fara informatii,84 000 €,gata de utilizare,centrală pe gaz,4/4
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,36m²,1 cameră,fara informatii,62 000 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Vatra Luminoasa, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-iancului-metrou-mobilat-amenajat-ac-merita-IDC3Yo,48m²,2 camere,fara informatii,95 000 €,fara informatii,centralizată,2/10
Apartament de vânzare,"Rediu, Rediu, Iasi",fara informatii,terasă,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,51.1m²,2 camere,drept de proprietate,85 000 €,gata de utilizare,centrală pe gaz,1/1
Apartament de vânzare,"Rediu, Rediu, Iasi",fara informatii,terasă,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,42.35m²,2 camere,drept de proprietate,65 000 €,gata de utilizare,centrală pe gaz,parter/1
Apartament de vânzare,"Rediu, Rediu, Iasi",fara informatii,terasă,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-43mp-parter-vila-rediu-IDC3Ym,42.35m²,2 camere,drept de proprietate,65 000 €,gata de utilizare,centrală pe gaz,parter/1
Apartament de vânzare,"Cotroceni, Sectorul 5, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,50m²,2 camere,drept de proprietate,215 000 €,gata de utilizare,centralizată,8/10
Apartament de vânzare,"Dumbravita, Dumbravita, Timis",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=459,67m²,3 camere,fara informatii,128 490 €,fara informatii,centralizată,2
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,83.35m²,3 camere,fara informatii,120 522 €,fara informatii,centralizată,4
Apartament de vânzare,"Rahova, Sectorul 5, Bucuresti",400 €,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,45.3m²,2 camere,drept de proprietate,49 900 €,în construcție,centrală pe gaz,demisol/9
Apartament de vânzare,"Strada XIII, Cristian, Sibiu",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,53.55m²,2 camere,fara informatii,107 800 €,fara informatii,centralizată,parter
Apartament de vânzare,"Strada XIII, Cristian, Sibiu",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/direct-dezv-ap-2-camere-mobilat-decomandat-etaj-1-2-geam-la-baie-IDAq0y,53.55m²,2 camere,fara informatii,107 800 €,fara informatii,centralizată,parter
Apartament de vânzare,"Rahova, Sectorul 5, Bucuresti",400 €,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-tip-studio-confort-urban-zona-rahova-salaj-IDC3Yf,45.3m²,2 camere,drept de proprietate,49 900 €,în construcție,centrală pe gaz,demisol/9
Apartament de vânzare,"Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-de-vanzare-i-2-camere-i-floresti-IDCb25,75m²,2 camere,fara informatii,139 000 €,gata de utilizare,centralizată,parter/4
Apartament de vânzare,"Decebal - Dacia, Oradea, Bihor",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,63.43m²,3 camere,fara informatii,92 000 €,gata de utilizare,fara informatii,3/4
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=20,53m²,3 camere,fara informatii,95 000 €,gata de utilizare,centralizată,parter/2
Apartament de vânzare,"Strada Bratarii, Titan, Sectorul 3, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,76.7m²,3 camere,fara informatii,129 000 €,în construcție,centrală pe gaz,6
Apartament de vânzare,"Gheorghe Doja, Ploiesti, Prahova",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/vanzare-apartament-cu-intrare-direct-din-strada-2-camere-ploiesti-g-IDApYd,65m²,2 camere,fara informatii,92 000 €,fara informatii,centrală pe gaz,parter/4
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-de-vanzare-i-2-camere-i-floresti-IDCb21,49m²,2 camere,fara informatii,88 000 €,fara informatii,fara informatii,1/2
Apartament de vânzare,"Strada Ion Minulescu, Nerva Traian, Sectorul 3, Bucuresti",fara informatii,"balcon
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,51m²,2 camere,fara informatii,175 000 €,gata de utilizare,centralizată,6
Apartament de vânzare,"Gherla, Cluj",fara informatii,"bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-ultracentral-dou-camere-etaj-i-gherla-IDApY5,47m²,2 camere,fara informatii,77 000 €,gata de utilizare,centrală pe gaz,1
Apartament de vânzare,"Strada Plaiul Muntelui, Bucurestii Noi, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/garsoniera-de-vanzare-bucurestii-noi-IDCb22,34.2m²,1 cameră,drept de proprietate,67 800 €,gata de utilizare,centrală pe gaz,4/4
Apartament de vânzare,"Strada Ion Minulescu, Nerva Traian, Sectorul 3, Bucuresti",fara informatii,"balcon
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/bloc-nou-apartament-2-camere-metrou-timpuri-noi-i-finisaje-premium-IDBrI3,51m²,2 camere,fara informatii,175 000 €,gata de utilizare,centralizată,6
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-de-vanzare-i-2-camere-i-floresti-IDCb21,49m²,2 camere,fara informatii,88 000 €,fara informatii,fara informatii,1/2
Apartament de vânzare,"Drumul Gura Ariesului, Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,76.87m²,3 camere,fara informatii,123 000 €,în construcție,centrală pe gaz,2
Apartament de vânzare,"Strada Bucuresti-Targoviste, Mogosoaia, Mogosoaia, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,99.11m²,3 camere,fara informatii,220 000 €,fara informatii,fara informatii,mansardă
,,,,,,,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=891,,,,,,,
Apartament de vânzare,"Iancului, Sectorul 2, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,112m²,3 camere,fara informatii,138 000 €,fara informatii,fara informatii,2/3
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-50mp-decomandat-zona-sesul-de-sus-IDBTkC,50.17m²,2 camere,fara informatii,61 000 €,fara informatii,centralizată,parter/2
Apartament de vânzare,"Sectorul 3, Bucuresti",fara informatii,"balcon
terasă",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,99.26m²,3 camere,fara informatii,129 000 €,fara informatii,centralizată,4
Apartament de vânzare,"Constanta, Constanta",fara informatii,terasă,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,47m²,2 camere,drept de proprietate,94 000 €,gata de utilizare,centrală pe gaz,5
Apartament de vânzare,"Buna Ziua, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,50m²,2 camere,fara informatii,133 900 €,gata de utilizare,centralizată,2/2
Apartament de vânzare,"Titan, Sectorul 3, Bucuresti",fara informatii,terasă,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,78.91m²,2 camere,fara informatii,95 000 €,fara informatii,centralizată,1
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
bucătărie separată",dezvoltator,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-direct-proprietar-IDCb1V,50m²,2 camere,drept de proprietate,60 000 €,gata de utilizare,centrală pe gaz,4/7
Apartament de vânzare,"Buna Ziua, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-decomandate-50-mp-buna-ziua-IDApXM,50m²,2 camere,fara informatii,133 900 €,gata de utilizare,centralizată,2/2
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,43m²,2 camere,fara informatii,53 799 €,gata de utilizare,centrală pe gaz,demisol/6
Apartament de vânzare,"Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-de-vanzare-i-2-camere-i-floresti-IDCb1Y,43.5m²,2 camere,fara informatii,137 500 €,gata de utilizare,centralizată,6/8
Apartament de vânzare,"Strand II, Sibiu, Sibiu",fara informatii,fara informatii,agenție,2024-11-25,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,50m²,2 camere,drept de proprietate,55 000 €,gata de utilizare,centrală pe gaz,mansardă/4
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
bucătărie separată",dezvoltator,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-direct-proprietar-IDCb1V,50m²,2 camere,drept de proprietate,60 000 €,gata de utilizare,centrală pe gaz,4/7
Apartament de vânzare,"Plopilor, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,2024-09-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,37m²,1 cameră,drept de proprietate,142 900 €,necesita renovare,centrală pe gaz,3/8
Apartament de vânzare,"Strada Acad. Serban Cioculescu, Gaesti, Dambovita",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,65m²,3 camere,fara informatii,89 000 €,fara informatii,centralizată,parter/4
Apartament de vânzare,"Ampoi I, Alba Iulia, Alba",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-etaj-intermediar-finisat-ampoi-3-IDCb1R,52m²,2 camere,fara informatii,68 000 €,fara informatii,centrală pe gaz,3/4
Apartament de vânzare,"Strada Graurului, Dristor, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-cu-1-camere-de-vnzare-n-zona-dristor-IDApVn,28m²,1 cameră,fara informatii,50 000 €,fara informatii,fara informatii,10
Apartament de vânzare,"Plopilor, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,2024-09-19,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-cu-o-camera-37-mp-etaj-intermediar-zona-sala-sporturilor-IDBrHU,37m²,1 cameră,drept de proprietate,142 900 €,necesita renovare,centrală pe gaz,3/8
Apartament de vânzare,"Iris, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-2-camere-iris-IDCb1Q,41m²,2 camere,fara informatii,134 000 €,gata de utilizare,centralizată,1/10
Apartament de vânzare,"Strada Branduselor, Sinaia, Prahova",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,140m²,5 camere,fara informatii,182 000 €,fara informatii,centralizată,1/1
Apartament de vânzare,"Garii, Baia Mare, Maramures",fara informatii,"balcon
debara",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,59m²,2 camere,fara informatii,69 500 €,gata de utilizare,centrală pe gaz,3/3
Apartament de vânzare,"Aparatorii Patriei, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-cheile-turzii-sector-4-metrou-dimitrie-leonida-IDxUtq,55.1m²,2 camere,drept de proprietate,73 400 €,în construcție,centrală pe gaz,1/5
Apartament de vânzare,"Strada Branduselor, Sinaia, Prahova",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-de-lux-de-vanzare-in-sinaia-zona-platou-izvor-IDApSP,140m²,5 camere,fara informatii,182 000 €,fara informatii,centralizată,1/1
Apartament de vânzare,"Voluntari, Ilfov",fara informatii,garaj,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,71.3m²,2 camere,fara informatii,154 999 €,fara informatii,centralizată,parter
Apartament de vânzare,"Bulgaria, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-2-camere-bulgaria-IDCb1P,48.3m²,2 camere,fara informatii,165 000 €,gata de utilizare,centralizată,3/10
Apartament de vânzare,"Zorilor, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-2-camere-zorilor-IDCb1O,42m²,2 camere,fara informatii,150 000 €,gata de utilizare,centralizată,parter/4
Apartament de vânzare,"Inel II, Constanta, Constanta",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,40m²,2 camere,fara informatii,60 000 €,necesita renovare,fara informatii,4/4
Apartament de vânzare,"Strand I, Sibiu, Sibiu",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,24m²,1 cameră,fara informatii,38 500 €,fara informatii,fara informatii,4
Apartament de vânzare,"Marasti, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-4-camere-lux-manastur-IDCb1N,137m²,4 camere,fara informatii,500 000 €,fara informatii,centralizată,4/5
Apartament de vânzare,"Strada Crint, Valea Aurie, Sibiu, Sibiu",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,56m²,3 camere,fara informatii,96 900 €,gata de utilizare,centralizată,4/4
Apartament de vânzare,"Buna Ziua, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,99m²,3 camere,fara informatii,144 000 €,gata de utilizare,centralizată,mansardă/2
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,"balcon
garaj",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2camere-de-vinzare-floresti-urusagului-IDAXS7,53.4m²,2 camere,drept de proprietate,99 000 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-modern-cu-2-camere-metrou-berceni-finisaje-premium-IDBW44,61.57m²,2 camere,drept de proprietate,73 394 €,în construcție,centrală pe gaz,parter/5
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,44m²,1 cameră,fara informatii,64 500 €,fara informatii,fara informatii,4
Apartament de vânzare,"Sopor, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,2024-11-21,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,53m²,2 camere,drept de proprietate,160 000 €,necesita renovare,centrală pe gaz,6/7
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=20,65m²,3 camere,fara informatii,205 000 €,gata de utilizare,fara informatii,parter/4
Apartament de vânzare,"Rovine, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,63m²,2 camere,fara informatii,120 000 €,fara informatii,fara informatii,5
Apartament de vânzare,"Sopor, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,2024-11-21,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-53-mp-etaj-intermediar-zona-gheorgheni-IDBrHh,53m²,2 camere,drept de proprietate,160 000 €,necesita renovare,centrală pe gaz,6/7
Apartament de vânzare,"Strada Meseriasilor, Tudor Vladimirescu, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=20,65.3m²,3 camere,drept de proprietate,119 000 €,gata de utilizare,centrală pe gaz,5/8
Apartament de vânzare,"Turda, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,28m²,1 cameră,fara informatii,55 000 €,fara informatii,fara informatii,3
